Group	Sub-group	Name	Sex	Cell type	Tissue	Cell line	Disease	Donor	Experiment	File type	Format	Analyis production	Size	MD5	URL
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K36me3	Normalized signal	bigWig	EMBL-EBI	694M	3e39400433381f9a6f812e9e928279d1	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K36me3.wiggler.20141014.bw
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K4me1	Enriched regions	bigBed	EMBL-EBI	1.7M	3eda06f18ff97dc2bc8a10fe95bf7e79	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K4me1.ppqt_macs2_broad_v2.20141014.bb
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K4me1	Enriched regions	BED	EMBL-EBI	2.8M	b995f180cbfbec1e3bd2c5368a5a0f1c	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K4me1.ppqt_macs2_broad_v2.20141014.bed.gz
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K4me1	Enriched regions	Text	EMBL-EBI	3.2M	9befd99a314a695983d875e50a506b79	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K4me1.ppqt_macs2_broad_v2.20141014.xls.gz
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K4me1	Normalized signal	bigWig	EMBL-EBI	1.1G	aad07ac4aa91959c47357c252729e8d1	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K4me1.wiggler.20141014.bw
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K9me3	Enriched regions	bigBed	EMBL-EBI	2.2M	823f6a55c60489247ccdbeadf5e5f5de	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K9me3.ppqt_macs2_broad_v2.20141014.bb
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K9me3	Enriched regions	BED	EMBL-EBI	3.0M	0e7c3184b7fd493b7716c73bfd4480d1	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K9me3.ppqt_macs2_broad_v2.20141014.bed.gz
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K9me3	Enriched regions	Text	EMBL-EBI	3.4M	a460147a52243c7663387ec7a8177a52	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K9me3.ppqt_macs2_broad_v2.20141014.xls.gz
Cord blood	endothelial cell of umbilical vein (proliferating)	S00BJM	Male	endothelial cell of umbilical vein (proliferating)	Cord blood		None	S00BJM	H3K9me3	Normalized signal	bigWig	EMBL-EBI	1010M	9b0d5d7269d7d55b50c3f55027105689	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_proliferating_/ChIP-Seq/NCMLS/S00BJMH1.H3K9me3.wiggler.20141014.bw
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	Bisulfite-Seq	Methylation signal	bigWig	CNAG	74M	00863b786586b3c2271590cbec59bcf1	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/Bisulfite-Seq/CNAG/S00BJM52.CPG_methylation_calls.bs_call.20141014.bw
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	Bisulfite-Seq	Std. Dev of methylation signal	bigWig	CNAG	89M	5739ffa49a390a657d8e9d3fa9bb0ee3	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/Bisulfite-Seq/CNAG/S00BJM52.CPG_methylation_sd.bs_call.20141014.bw
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	Bisulfite-Seq	Hyper-methylated regions	bigBed	CNAG	8.2M	cc0bc2abef7e4a93e315d3d4b2888cc3	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/Bisulfite-Seq/CNAG/S00BJM52.hyper_meth.bs_call.20141014.bb
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	Bisulfite-Seq	Hyper-methylated regions	BED	CNAG	25M	f3d237faf7050f953474e6d9650670af	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/Bisulfite-Seq/CNAG/S00BJM52.hyper_meth.bs_call.20141014.bed.gz
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	Bisulfite-Seq	Hypo-methylated regions	bigBed	CNAG	652K	4818264e1df041fbff11739e1769b0c6	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/Bisulfite-Seq/CNAG/S00BJM52.hypo_meth.bs_call.20141014.bb
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	Bisulfite-Seq	Hypo-methylated regions	BED	CNAG	3.5M	8a662fe582472aa63e9369211ba0ecc7	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/Bisulfite-Seq/CNAG/S00BJM52.hypo_meth.bs_call.20141014.bed.gz
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	H3K36me3	Enriched regions	bigBed	EMBL-EBI	1.3M	e12d7b511de81dda1b1a244401209085	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/ChIP-Seq/NCMLS/S00BJMH2.H3K36me3.ppqt_macs2_broad_v2.20140513.bb
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	H3K36me3	Enriched regions	BED	EMBL-EBI	1.8M	5d4b5f72500675cea6326c6ac958af2d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/ChIP-Seq/NCMLS/S00BJMH2.H3K36me3.ppqt_macs2_broad_v2.20140513.bed.gz
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	H3K36me3	Enriched regions	Text	EMBL-EBI	2.1M	c3280749f1679b0a50a2448ec084f1bf	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/ChIP-Seq/NCMLS/S00BJMH2.H3K36me3.ppqt_macs2_broad_v2.20140513.xls.gz
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	H3K36me3	Normalized signal	bigWig	EMBL-EBI	1004M	766bdef061ac02731b9cde249dfbec8a	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/ChIP-Seq/NCMLS/S00BJMH2.H3K36me3.wiggler.20140513.bw
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	H3K4me3	Enriched regions	bigBed	EMBL-EBI	774K	cbdef819f3ef44a2ceb71caf2538983a	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/ChIP-Seq/NCMLS/S00BJMH2.H3K4me3.ppqt_macs2_v2.20140513.bb
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	H3K4me3	Enriched regions	BED	EMBL-EBI	763K	3024cf5fe8a93aa4ac8f5a0071a6040c	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/ChIP-Seq/NCMLS/S00BJMH2.H3K4me3.ppqt_macs2_v2.20140513.bed.gz
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	H3K4me3	Enriched regions	Text	EMBL-EBI	880K	b866d90e0fe39bb6ae764497ae41f2af	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/ChIP-Seq/NCMLS/S00BJMH2.H3K4me3.ppqt_macs2_v2.20140513.xls.gz
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	H3K4me3	Normalized signal	bigWig	EMBL-EBI	1.1G	b5437e35ead4496cf99c3b31ae57da5a	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/ChIP-Seq/NCMLS/S00BJMH2.H3K4me3.wiggler.20140513.bw
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	H3K9me3	Enriched regions	bigBed	EMBL-EBI	2.8M	f122224bcb5c1b98d1f3451cc8d94868	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/ChIP-Seq/NCMLS/S00BJMH2.H3K9me3.ppqt_macs2_broad_v2.20140513.bb
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	H3K9me3	Enriched regions	BED	EMBL-EBI	4.1M	13907ff53b8f3b7aee8a842c7e347673	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/ChIP-Seq/NCMLS/S00BJMH2.H3K9me3.ppqt_macs2_broad_v2.20140513.bed.gz
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	H3K9me3	Enriched regions	Text	EMBL-EBI	4.7M	cb74a83604f5e3da67a35b51c0cc0bed	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/ChIP-Seq/NCMLS/S00BJMH2.H3K9me3.ppqt_macs2_broad_v2.20140513.xls.gz
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	H3K9me3	Normalized signal	bigWig	EMBL-EBI	1.2G	b8101c0753c0d0a1d1bb89d23ef2e800	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting/ChIP-Seq/NCMLS/S00BJMH2.H3K9me3.wiggler.20140513.bw
Cord blood	endothelial cell of umbilical vein (resting)	S00BJM	Male	endothelial cell of umbilical vein (resting)	Cord blood		None	S00BJM	ChIP Input	Normalized signal	bigWig	EMBL-EBI	1.2G	5c77c16eb14862a02e914543dbedb8bd	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00BJM/endothelial_cell_of_umbilical_vein_resting_/ChIP-Seq/NCMLS/S00BJMH2.Input.wiggler.20141014.bw
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	Bisulfite-Seq	Methylation signal	bigWig	CNAG	61M	6f36f692b4246d89f4f99280f4cf904e	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/Bisulfite-Seq/CNAG/S00C1H51.CPG_methylation_calls.bs_call.20141014.bw
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	Bisulfite-Seq	Std. Dev of methylation signal	bigWig	CNAG	75M	ea72e8a47d980efd276172c70eb35d2b	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/Bisulfite-Seq/CNAG/S00C1H51.CPG_methylation_sd.bs_call.20141014.bw
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	Bisulfite-Seq	Hyper-methylated regions	bigBed	CNAG	8.3M	3c91d93b60033b75f6ff651a5b64623c	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/Bisulfite-Seq/CNAG/S00C1H51.hyper_meth.bs_call.20141014.bb
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	Bisulfite-Seq	Hyper-methylated regions	BED	CNAG	24M	23dd725fd20e3635790e63b481c93d07	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/Bisulfite-Seq/CNAG/S00C1H51.hyper_meth.bs_call.20141014.bed.gz
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	Bisulfite-Seq	Hypo-methylated regions	bigBed	CNAG	377K	ae28b085af868a1341d9b1c9c0322bd8	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/Bisulfite-Seq/CNAG/S00C1H51.hypo_meth.bs_call.20141014.bb
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	Bisulfite-Seq	Hypo-methylated regions	BED	CNAG	2.8M	27b2023385e4ae87a862c8f3686378ce	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/Bisulfite-Seq/CNAG/S00C1H51.hypo_meth.bs_call.20141014.bed.gz
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K27ac	Enriched regions	bigBed	EMBL-EBI	857K	8f8416e8be04ad1973a39c45ef1027b9	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K27ac.ppqt_macs2_v2.20140513.bb
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K27ac	Enriched regions	BED	EMBL-EBI	855K	acefbe70f23e4cc5b804302f471f97f7	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K27ac.ppqt_macs2_v2.20140513.bed.gz
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K27ac	Enriched regions	Text	EMBL-EBI	991K	db8fa5200a562513fbf74a70c3bc3f47	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K27ac.ppqt_macs2_v2.20140513.xls.gz
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K27ac	Normalized signal	bigWig	EMBL-EBI	1.1G	21729e38af7afa2e0f564d37cdee0ec6	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K27ac.wiggler.20140513.bw
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K27me3	Enriched regions	bigBed	EMBL-EBI	41K	7fde2d575f7b091cd91800faaff1fda0	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K27me3.ppqt_macs2_broad_v2.20140513.bb
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K27me3	Enriched regions	BED	EMBL-EBI	11K	ea457ccc36d363fc6a2605f4f61132b8	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K27me3.ppqt_macs2_broad_v2.20140513.bed.gz
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K27me3	Enriched regions	Text	EMBL-EBI	14K	b751a81e2d2062f65af471449ae16e4d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K27me3.ppqt_macs2_broad_v2.20140513.xls.gz
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K27me3	Normalized signal	bigWig	EMBL-EBI	1.2G	b4f3f93e39201cdf0b1f77845b2edc0d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K27me3.wiggler.20140513.bw
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K36me3	Enriched regions	bigBed	EMBL-EBI	1009K	dab40385a5e3d40e8ba3525dfcfa6255	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K36me3.ppqt_macs2_broad_v2.20140513.bb
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K36me3	Enriched regions	BED	EMBL-EBI	1.4M	bcf8b966cf6d86111400550f373286c1	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K36me3.ppqt_macs2_broad_v2.20140513.bed.gz
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K36me3	Enriched regions	Text	EMBL-EBI	1.6M	2add0415b9171c05339a47cea0866e84	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K36me3.ppqt_macs2_broad_v2.20140513.xls.gz
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K36me3	Normalized signal	bigWig	EMBL-EBI	1.1G	e20517e75bf89e733968474be93528b1	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K36me3.wiggler.20140513.bw
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K4me1	Enriched regions	bigBed	EMBL-EBI	1.2M	85d608a416712cddcb512c4f3bef0c25	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K4me1.ppqt_macs2_broad_v2.20140513.bb
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K4me1	Enriched regions	BED	EMBL-EBI	1.6M	acf91767e96b7b61582e917738216f05	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K4me1.ppqt_macs2_broad_v2.20140513.bed.gz
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K4me1	Enriched regions	Text	EMBL-EBI	1.8M	efaf27afe279a0de2d846ec291d2664e	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K4me1.ppqt_macs2_broad_v2.20140513.xls.gz
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K4me1	Normalized signal	bigWig	EMBL-EBI	1.3G	d2e598550bf1afe0af840e2fb4e9bb11	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K4me1.wiggler.20140513.bw
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K4me3	Enriched regions	bigBed	EMBL-EBI	200K	ba030c2978babac46b0b230c1d93c5ff	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K4me3.ppqt_macs2_v2.20140513.bb
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K4me3	Enriched regions	BED	EMBL-EBI	140K	1c360aa8fa974f530f174a363bfce937	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K4me3.ppqt_macs2_v2.20140513.bed.gz
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K4me3	Enriched regions	Text	EMBL-EBI	167K	af7649dc1b008b85dcb8b5d558adc4ff	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K4me3.ppqt_macs2_v2.20140513.xls.gz
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K4me3	Normalized signal	bigWig	EMBL-EBI	1.2G	5f007459b481295a4ee045234db9afc0	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K4me3.wiggler.20140513.bw
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K9me3	Enriched regions	bigBed	EMBL-EBI	67K	c4cd96b3007b99fe07d95b755d31e3ba	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K9me3.ppqt_macs2_broad_v2.20140513.bb
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K9me3	Enriched regions	BED	EMBL-EBI	14K	f87d0a5572ea7321b54df4ec0ec108d9	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K9me3.ppqt_macs2_broad_v2.20140513.bed.gz
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K9me3	Enriched regions	Text	EMBL-EBI	16K	73168551f538aa60392404b84c7644e5	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K9me3.ppqt_macs2_broad_v2.20140513.xls.gz
Cord blood	alternatively activated macrophage	S00C1H	Female	alternatively activated macrophage	Cord blood		None	S00C1H	H3K9me3	Normalized signal	bigWig	EMBL-EBI	1.2G	ed22670a10f0223cd4ef8ade3be979c0	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Cord_blood/S00C1H/alternatively_activated_macrophage/ChIP-Seq/NCMLS/S00C1HH1.H3K9me3.wiggler.20140513.bw
